Threads;Speedup;
1;1.00003038090054052685;
2;.99740420428003282621;
3;.99444741661998602727;
4;.99300741493067121526;
5;.94992075917281714968;
6;.95144578705036317804;
7;.94592727320622688297;
8;.94413544024533366477;
9;.89667399523510630207;
10;.85865086447234416727;
11;.88630325713311254117;
12;.83065541312803020664;
